,0,1,2,3
0,12588.673443781632,7549.577199747703,3643.0543056786328,3246.1175721832888
1,13014.650262914452,4108.9925080518115,3806.856195004406,3403.0804897352855
2,14511.70520489853,6647.591297213197,3577.706339420088,3776.9927844619306
3,14577.43456009916,11161.029238994322,3557.200695464909,3351.1374206658575
4,14618.781112366072,21803.04383777605,3382.689713622854,3233.982842171735
5,14839.590966651067,14150.539482846638,3484.115548890285,3226.116937327849
6,15056.322872776618,8401.070293020854,3548.985809751602,3238.243225026981
7,15467.565389836154,3602.0565526996206,3940.369322846409,3562.057881145125
8,15934.36390117636,5922.389697060311,4990.165886040277,3943.392344972091
9,16163.529801180603,5356.948158315689,3378.1209399296004,3179.917739042159
10,16329.295074782836,9922.819357676211,3914.8377889619182,3454.5639867470745
11,16933.16564879578,15726.327545243304,3509.7641643275083,3238.007807544217
12,16950.722905437913,18470.59035790876,3603.440030402133,3290.5448365445245
13,17022.585040699694,7393.4578091595495,3588.086752143707,3236.0171710160503
14,17180.70533608357,4163.57997553193,6524.677149860985,4174.356516630246
15,17306.84335158525,26172.738858813384,3511.1857071225954,3413.4179235375295
16,17422.4398990885,12552.59987411096,3463.104211384306,3274.2720953735075
17,17646.93733995742,7633.571679585084,5324.390853946797,4153.036024178489
18,17657.42861759337,21880.201964455315,3682.958228244081,3204.024388333378
19,17961.859157375366,3371.9330505780304,3752.723848095515,3371.003920101719
20,17980.03715686942,9788.890944481655,3544.117837363097,3296.040848942075
21,18092.40040992369,5376.205795297669,3770.366781684073,3546.081019221061
22,18220.21032919434,11537.51828540818,5411.716079949511,3656.350098603184
23,18679.095296265616,15992.9133834879,5976.988942483622,4081.595403306836
24,18941.82804708969,8366.908548423597,3437.1580495016115,3335.390194829286
25,19143.80125889249,14093.294939208037,3422.638418133155,3214.9534496938227
26,19221.9058699404,9796.93407536383,7433.6310762084795,4516.644816613015
27,19234.91669278568,16816.47769748541,3394.608113591883,3344.673025024353
28,19259.14379627821,6824.825080637799,3673.2271085471293,3354.815845644723
29,19627.723015641215,11411.579246783318,3361.3904072348446,3159.1810335117857
30,19713.38996604971,34478.30704705756,3378.109600157725,3131.480924840459
31,19931.703596055137,10094.418923779545,4475.161077871225,3709.2608099325853
32,20007.99747811408,5393.92293453808,5467.596464005039,4055.034871026674
33,20296.431931228188,7914.258475230012,5079.527007978103,3860.4855648451885
34,20399.14876675737,12369.317639551346,4228.191841999507,4145.121980704798
35,20489.22592511612,4906.362757130134,3531.2400820990015,3349.546800987514
36,20704.3497466011,44784.56583463387,3839.7852378494204,3087.6398942304086
37,20758.941328351706,20256.717884981368,3986.933204916725,3335.6421923852963
38,20810.90464195687,8991.685537828373,3441.6828615829877,3261.1285992307435
39,20902.89936891349,22853.66863512299,3538.6383564929597,3191.507163652995
40,20993.490468701584,3340.147580579512,4556.917487762718,3713.08594057899
