,pv
906,271605078.47485316
907,171110681.73010358
908,157792578.99869406
909,192506817.72892904
910,188077904.79805574
911,239127338.75122595
912,173950033.37855127
913,113082235.29681051
914,624177307.3541421
915,197865702.43630904
916,184990997.7565063
917,608111539.9727788
918,163681182.1535004
919,569201512.7631159
920,246893157.38348725
921,308766581.93586254
922,292884642.08307374
923,144536710.77002418
924,252018664.72519782
925,164017957.70789424
926,179876969.08444363
927,441963515.6745523
928,274681057.9853791
929,163519771.26759392
930,302232173.5192353
931,156247204.80634043
932,159392214.44604588
933,264589022.34844908
934,191529948.95181057
935,233519684.17118326
936,262481454.88036725
937,133313337.35327171
938,317572771.4467591
939,284034978.2305333
940,229494139.74884355
941,154245414.1582141
942,199716113.2492813
943,421026273.95996344
944,165941697.51646057
945,338325624.152893
946,177734593.8328668
947,128732968.40296197
948,177883490.85330284
949,284982127.453526
950,78504663.80237637
951,184894346.58035696
952,256294384.4271667
953,167348195.91645625
954,474586301.2692652
955,194161888.22919545
956,419433428.056441
957,362615332.7839248
958,169801663.2086729
959,270966507.3050662
960,432531483.8150251
961,219519361.04067117
962,540090433.7230587
963,431308282.1023761
964,320993578.8925435
965,405105074.92666763
966,179852699.98465514
967,120536992.37173562
968,166068957.44068268
969,200592871.0538949
970,146571739.36695233
971,210562403.07902125
972,209754437.08527306
973,213135826.0174269
974,331378529.59901667
975,341169743.3365074
976,130891949.50156894
977,192420707.04652885
978,274328725.6964061
979,211100957.74283513
980,221005318.53350076
981,169438781.5706299
982,390400667.55239356
983,172982577.3497966
984,199628232.1852212
985,182893273.22802034
986,167005962.47705764
987,150591540.4809167
988,288778995.2991799
989,203167706.20963517
990,161462717.22923946
991,255821126.45476803
992,161727343.05537266
993,279093096.5394383
994,313908644.29275393
995,130317472.89339282
996,822589230.4967215
997,138491275.5460867
998,93797194.42004654
999,190897178.2523871
1000,263693647.3027788
1001,182142053.32190907
1002,383914104.3844505
1003,107606315.45469354
1004,150372066.39601734
1005,333600847.98405224
1006,270094316.5274959
1007,179215352.25900078
1008,125688878.56498262
1009,350599259.2184274
1010,212898604.752098
1011,117272233.69067712
1012,159641458.40654933
1013,185338931.544206
1014,168374150.48999298
1015,95180733.27496153
1016,248667678.77970383
1017,199810234.16292647
1018,224198780.57398057
1019,130649205.19788922
1020,373377291.4229444
1021,128022595.17764515
1022,205003649.23426417
1023,273354843.96461695
1024,232835264.12711203
1025,160835605.46249497
1026,233250540.79418066
1027,237477128.45544055
1028,474006652.1867881
1029,163559423.1495759
1030,365677209.3560455
1031,146386968.2052152
1032,176437680.6914384
1033,370788555.9582731
1034,308643886.0450642
1035,275496822.0820886
1036,158361614.1150546
1037,151058656.10776338
1038,393666741.73213655
1039,212635019.48567045
1040,210092630.73169872
1041,146562145.93233535
1042,301024103.5095587
1043,338644543.36688495
1044,161686312.98459733
1045,482227627.01177126
1046,168776268.72630304
1047,262363370.85529482
1048,218878329.0139153
1049,181238012.73507875
1050,151478555.2732165
1051,172135289.4227533
1052,157786843.08106184
1053,118587842.672876
1054,147838799.15123853
1055,222750022.16989216
1056,165189662.2483316
1057,107884314.07130918
1058,272264250.91046804
1059,206879361.06394112
1060,152172984.2997507
1061,176880012.26340172
1062,236868017.35467452
1063,159545867.3053077
1064,172960181.3396614
1065,121268208.84035559
1066,237621038.18791217
1067,236571284.68612528
1068,167295946.76732397
1069,172194122.6190116
1070,309701064.94916576
1071,400642694.0249117
1072,176779603.70884258
1073,224801874.03712144
1074,374068520.41062206
1075,163402625.66435832
1076,108919293.79188071
1077,496982266.10448796
1078,170322490.5188667
1079,116821607.49726814
1080,214655909.7995271
1081,410429936.2497131
1082,304421241.61817974
1083,112294808.53953372
1084,177838689.32764822
1085,176116031.5450119
1086,212073387.15087506
1087,221814478.44536984
1088,107989047.01188955
1089,247294942.91604596
1090,210311572.76214984
1091,236409290.7830153
1092,171574757.64456248
1093,144341776.05276996
1094,201437757.49026462
1095,307559587.3630199
1096,154946799.7247554
1097,255444502.42621872
1098,267915868.48537925
1099,167660534.2039032
1100,184430599.9680528
1101,201829213.89433402
1102,199518537.7699155
1103,236619554.15620753
1104,336972622.25852114
1105,153466397.2277274
1106,356856362.68716854
1107,309499392.8760917
1108,208953207.32884148
1109,115597641.2433238
1110,283462181.6072533
1111,97550860.19117118
1112,419892737.37582564
1113,141917990.59158966
1114,263725391.359648
1115,197814876.0815629
1116,387310696.7401537
1117,141793340.1414502
1118,236159180.32095832
1119,159334912.43995887
1120,218858915.12324592
1121,192955300.0138771
1122,234723102.71034294
1123,191556650.06653365
1124,397638553.57614774
1125,173314892.99467012
1126,331386105.25096273
1127,198437830.3755127
1128,254650253.35383552
1129,172342247.1799712
1130,321678471.15384096
1131,208554290.01956466
1132,388576128.3318918
1133,134649954.67051625
1134,154392971.05466172
1135,198851597.6733265
1136,221411284.4999651
1137,423726602.0303342
1138,185359914.16498396
1139,257976760.5219457
1140,160988363.20630807
1141,155613918.6140051
1142,394752140.95502543
1143,154146243.04238218
1144,269701043.2519056
1145,248735370.29821992
1146,277526734.12708056
1147,256881327.2846026
1148,165993984.46960762
1149,317748284.27072024
1150,153525702.62882552
1151,250652280.62858284
1152,197576810.6090089
1153,280700788.55504996
1154,190599691.16689178
1155,270763211.5159976
1156,207408871.41250157
1157,248453153.7462651
1158,285722395.661477
1159,205000986.3113446
1160,136748853.40533558
1161,162561545.2346844
1162,279676125.75068355
1163,263290439.4042907
1164,504152836.7735465
1165,134602724.3890426
1166,196187995.7802264
1167,158957327.2990459
1168,200782074.8034361
1169,139740097.27498996
1170,182763440.41823596
1171,173471742.02377766
1172,267771871.71217597
1173,177641606.4936429
1174,152972898.01267242
1175,215416000.65623045
1176,136254364.13067234
1177,156517472.27757695
1178,647211713.5352563
1179,293619368.0222379
1180,144888555.46549633
1181,235183142.30241096
1182,171681187.14591464
1183,82922078.2573176
1184,160126556.95479143
1185,217068084.13904664
1186,259001185.07134727
1187,319171457.3886076
1188,234885679.70191
1189,147144692.97270644
1190,182225179.15701574
1191,329185296.39381146
1192,153623971.81821498
1193,300807471.2095441
1194,163539500.35397252
1195,155333073.0347143
1196,302630859.2239014
1197,148641210.58642665
1198,162640263.2270166
1199,421285787.636943
1200,136586059.48277938
1201,197300055.4907932
1202,193437025.8957159
1203,195615921.53946307
1204,295875044.2627562
1205,153042023.77619523
1206,189979777.02746117
1207,183956353.6845261
1208,236061284.81466845
1209,227436306.25537056
1210,512095670.68088156
1211,109858576.1298401
1212,260841414.92021856
1213,223232093.22690615
1214,129385389.90611748
1215,202996051.71861857
1216,570460729.7890295
1217,141342203.01293027
1218,169747591.97383535
1219,330748893.0656818
1220,447636960.6692089
1221,274627539.7509981
1222,142300878.02469826
1223,157060762.44926956
1224,371467154.5928516
1225,242934549.72256717
1226,806279567.4226823
1227,105141323.05315028
1228,187921372.14525583
1229,190904001.050255
1230,273838206.5785815
1231,470623701.43567955
1232,491007341.45844495
1233,181623952.2378502
1234,325656368.6253956
1235,234806140.88250035
1236,179544142.72406337
1237,410109878.8342987
1238,107395494.341395
1239,237428452.55108252
1240,224824864.04617915
1241,158594798.21916884
1242,136537925.51047093
1243,215972077.49999782
1244,153430991.11332566
1245,159167255.42048222
1246,303314323.2089206
1247,250425734.6893694
1248,526943484.79734015
1249,100672006.71814632
1250,142556619.31759018
1251,324192020.8238779
1252,144133821.2594127
1253,237721415.51673606
1254,494606547.70353067
1255,105862945.24246824
1256,349897133.97285926
1257,219608300.14424625
1258,637292340.5683553
1259,131251906.36574872
1260,359738078.65596193
1261,142607561.23494908
1262,156481874.35937524
1263,177939091.02079442
1264,217963681.74153194
1265,166659822.56771585
1266,95189518.87481855
1267,160922197.79258904
1268,189984930.28233382
1269,162792333.06794494
1270,127475864.08036596
1271,138566435.70086008
1272,121538305.50296465
1273,158683364.30149177
1274,115937160.30353898
1275,148988259.16293025
1276,216174503.4561674
1277,160248277.4270233
1278,231549057.42417297
1279,369337290.12385905
1280,481798868.9684298
1281,192878961.97332802
1282,203851708.79082367
1283,207123449.0224644
1284,171202106.33934328
1285,129436919.64694577
1286,229231653.69149357
1287,251205581.03355187
1288,180076014.7490796
1289,115600162.57629956
1290,226454214.66969943
1291,135107576.9682448
1292,321362482.6938428
1293,123498187.57974859
1294,217204937.8945415
1295,234173228.126669
1296,230145584.0992681
1297,153562293.75502926
1298,573455432.2983215
1299,269697486.4768488
1300,256297083.85364
1301,330945285.6025249
1302,141113958.2097238
1303,129747725.38512354
1304,354287610.3740311
1305,206339444.80570382
1306,176424878.52027366
1307,127589327.83544292
1308,134601637.2010936
1309,223814765.91807547
1310,225473590.33195698
1311,195391968.47655463
1312,194008666.59300852
1313,561670437.6878885
1314,213089358.8949637
1315,365602110.2269804
1316,140463865.68329206
1317,165972941.94237596
1318,321897930.7023702
1319,509415667.82133347
1320,291531622.83846813
1321,240390108.30728337
1322,225301623.5926371
1323,124710451.78543095
1324,241065112.35817727
1325,376932974.94228536
1326,266416703.0814465
1327,427253000.99158126
1328,142756045.29108876
1329,257087483.10728133
1330,189435455.90262225
1331,139727585.22957438
1332,172531854.3917772
1333,240598989.64676824
1334,542923736.546254
1335,544048178.813408
1336,138007445.655531
1337,105124981.0828472
1338,209524131.21797562
1339,489800299.4754015
1340,107047591.29059367
1341,196686126.94160068
1342,135461812.494324
1343,135831672.89487553
1344,144298732.53906384
1345,117730058.62723534
1346,225530896.6180152
1347,182902321.56954062
1348,178885005.7831748
1349,229818339.30139145
1350,217820110.9695972
1351,100740077.10293388
1352,188224363.3512716
1353,217012914.3528694
1354,362998362.09618956
1355,277177873.7679576
1356,489782215.63621515
1357,204574701.87899542
1358,116637842.55372863
1359,314075595.73445547
1360,346484510.5921933
1361,195338507.0173043
1362,291513609.16423106
1363,459839643.93342227
1364,145147779.15337116
1365,205947504.63549665
