,0,1,2,3
0,13558.464483830163,7169.508364108681,3863.3955692288923,5280.735386652552
1,15406.055468613236,3755.7163059042664,4836.714428399655,5293.159636526898
2,16020.938382368186,10869.491090542093,4088.231837216801,4971.840782157519
3,16273.212630421267,7355.05596263973,4986.783978379712,5199.679601091382
4,17406.692684187918,5218.143814568001,4810.686573368737,7262.815361886652
5,17647.69238193252,16667.610582225025,3747.873968755119,4780.309610634467
6,18473.56952952133,4072.8241305285524,6098.661968642674,9650.814278758991
7,18608.166347275113,13507.335653976319,7334.557625406621,7341.534675987677
8,18632.788424989125,6301.406093744953,3666.162206755097,4994.920563878007
9,18904.74586461383,5436.238027480731,8115.271465969515,6667.944191434644
10,19170.294166856598,28877.67070937175,4017.6440544167795,4711.874853625062
11,19526.445547831474,3674.5290805616337,4542.008342684527,5788.4982997240695
12,19686.313633080354,9267.109647512487,4649.37116749513,6024.521479083497
13,19860.35086580489,11516.90397905185,4249.22004931751,4643.679138648995
14,20702.13050790917,7030.464026742082,6127.349095006878,6830.694687568127
15,20749.12877287543,6268.284909410058,3519.942777360535,4182.340653967369
16,21401.399736650736,5207.4160098259235,10867.34159656746,7022.862263507259
17,21599.191962725316,8097.54150542657,3188.7999017590273,3881.882092373016
18,22298.487538064586,9961.468271645635,6597.17430957825,7849.539715623306
19,22429.72435741717,20920.012077934327,4398.893196659478,5421.284512296493
20,22809.00437748952,3335.0925469263757,5584.573554811483,6935.980742478351
21,22925.024091857274,15032.403688705766,4547.2126073247655,5532.801186776037
22,23004.626661530132,5716.112470091039,4277.440840782623,5099.8113783216295
23,23407.108734370646,10224.474072498275,4461.325313882713,5110.541167929555
24,23660.039093478317,6478.075283166939,9254.100524945548,4847.581367248183
25,23842.49452416461,8484.879851831689,4187.767200476782,8476.070188488713
26,24249.270316949485,5263.77331873444,8665.78376376577,6875.1557041872165
27,25670.178069112753,8517.553136547875,7942.848228218639,8792.105429575084
28,26342.38212802307,9218.710328282772,4588.312462984273,5286.403658550772
29,26737.633133417276,6529.570319061814,4792.382651819261,6802.90278829571
30,26835.109423963448,4536.747007221606,4654.116529655073,5462.993681099459
31,26867.201657346573,16818.958081985988,4395.112989037515,5340.667658121215
32,27577.976902003284,12064.642443515757,4654.0513810979855,5210.786725129281
33,28182.38152693884,6479.239446374743,9675.203218124756,6207.32983994814
34,29420.65263994572,11781.557147329733,4627.682082900917,8154.742876914271
35,29752.775325479946,55099.16048094163,4235.512978435731,4858.634746023556
36,30007.859454259953,14504.968565470963,7886.608600828621,6882.155309913073
37,30086.860859648434,32280.807174330726,4513.147719106971,5771.703123159665
38,30438.13739637213,12987.068098203306,3983.631900573353,5851.247360807019
39,30630.127571699562,4426.550724463292,7678.774731763214,8432.657896867517
40,30718.52588179932,22670.797657344683,4892.482103288871,5675.469000935888
41,31414.212911232007,9286.077735823023,4905.9264974840935,6043.104013072717
42,31926.166042484077,5565.040475337258,4716.327863632884,5795.731036411757
43,34166.378998910164,15093.05541594281,4795.578627510092,5612.326251396014
44,35284.27703628427,9794.795339296583,5489.224714871408,6002.786416066387
45,38673.70506509911,5735.54616179762,6369.021342154081,6985.89666782432
46,40669.3808655058,12449.793193965075,5542.9947909074435,6201.393903477588
47,41652.07227098147,23152.94550772233,5023.835640818344,5714.5836263261435
48,50991.92540147854,10599.86567851092,6417.84769999846,6967.069857201151
49,133347.63915653905,53743.4002788471,27593.377158635878,28713.095138526918
