,0,1,2,3
0,54330.00355710471,6255.3427568140905,13512.7316071033,9902.926930314705
1,56588.83101317196,7026.639443649167,13582.911727301338,13242.238583706845
2,53120.586175385775,6086.3824130439425,13227.368690596126,15756.100521356537
3,40532.70494129491,5426.70099347305,10897.449453727697,15786.030067162885
4,29406.129245986456,6187.208314667577,6619.76992298333,10521.23483285371
5,24871.32874046133,8006.377893234819,4551.227154638893,5529.620722906961
6,20788.9478859407,8702.342688646635,3798.2605577912705,3390.335175052978
7,17405.190183641633,8217.772116560976,3311.932693110553,2382.5847321230935
8,16905.29376736386,9959.95037837533,2970.6137299472957,1847.4959952189433
9,20336.816803636288,11341.692297780755,3214.648923797309,1957.760573420329
10,26388.06723621312,7985.474196947654,5109.582653377413,3045.1646084355093
11,39890.077283479965,6261.507762104269,9469.507497170283,5708.163877652874
