,0,1,2,3,4,5,6,7,8,9
0,7.831987706778449,6.458621461849289,6.58865277023702,5.136590989043691,5.191024694423811,6.415037064797641,5.713594007283227,4.930484088692251,5.587043473292669,7.85114027484926
1,5.1947653262187155,6.671432622741521,5.687515582917337,6.3987951233035965,5.614037296649934,6.328812339762497,5.6284650229484186,5.682467523526463,5.614283337961203,6.677663259830447
2,5.6049574316471125,7.588644759651755,6.422430146148512,7.2728360502077765,6.614278325361732,8.163590166640045,6.703247401061356,6.785318637724405,6.745673484091077,7.022978762684035
3,4.361924192752123,6.112624920597628,5.0941606423879735,6.822432748462239,6.13069370593338,7.563660072231936,5.656346991512876,5.513497170452752,5.710216175474084,5.925317494788145
4,3.87091105941275,5.340286149555414,4.830777028500941,5.143919874612008,5.000766546897971,8.194880239487825,5.064449183153301,5.409672840630147,5.1063409860126665,4.685142758701376
5,5.359341480060826,6.08670899188818,5.723111948576501,5.740843430066634,5.7026507752594044,8.499993458170694,6.9036911670035925,6.527237975190233,5.784524398470876,6.044477340309337
6,7.6242417961529965,8.043869311018891,8.231536078483963,7.694282528004315,6.627309007117418,8.65339004237472,8.410720504757846,7.5759713629420995,6.526256325835199,8.927058497570341
7,7.549747536800188,9.670653047423135,10.338371514899453,9.165060567284664,7.563710954304401,9.866738616408941,9.85921286427206,7.394209707193594,6.876759534066154,11.376414992858601
8,7.400315936838533,8.50334924136337,8.330426839060706,7.030946400095395,7.587312721019547,7.612845339691468,8.841814255136486,7.538438336893749,7.103303370267655,9.455963382871088
9,10.087293180209528,9.955833257608619,10.66339304722183,7.985385575142605,10.701365811476363,8.135108368753308,11.782032063093986,8.680080328664719,9.205983958964445,12.221449735459702
10,12.119278212388503,10.613380259667018,11.869974180638582,8.777392089071084,11.978228402024238,11.34571263974671,11.330834972274666,10.100520744822962,9.66540162478986,16.38746222615723
11,9.751155706709243,8.446637935266152,7.49080420867582,7.020074894062778,8.471879754758135,8.967642923573075,7.572072590650215,6.829300629308949,6.378085756967203,11.154943967650748
