,0,1,2,3
0,20852.095471902336,34377.62364456098,4169.546240707988,4880.738066467903
1,26384.66994933765,16222.689978002301,4716.047989083186,5526.184452222431
2,23827.43838634224,5850.889201900095,8373.15748460513,7944.058859076175
3,38015.70447888456,8376.904837992503,12014.311094294288,8887.264703653425
4,18644.03586353547,5121.717525792417,7391.921890367257,7513.59557428889
5,28585.91763878461,80032.57570335396,4274.395076475639,5004.2208940023
6,30141.096049865133,5308.20942055797,8766.673415795096,8268.325283317667
7,57648.062506776376,9593.937382745507,7141.905718275637,7278.51910013886
8,31134.6223954322,5124.550609944438,4851.826209239207,5941.633915701004
9,30008.254289018427,13134.947355263164,4661.013940823197,5598.955545868542
10,33140.33289126195,604573.2884208845,3488.1266753693667,3427.249171507906
11,39698.251708143,21345.496238735945,5450.753241573951,6053.1015156865615
12,24882.170596051667,11690.496683936202,4492.169520941917,5433.994624958902
13,35489.670487050746,48115.268407571064,4677.249924973398,5391.262452751869
14,17888.411184129633,19266.45289214226,4229.581300516031,5061.412957631952
15,31573.167858413883,110149.68686243668,4018.5966054626692,4724.970782325525
16,28384.034473065243,8565.256016193909,4798.300890150159,5777.564487634819
17,43721.27803730147,13945.34997502236,5620.208380493035,6444.517940171874
18,36001.645848833636,5443.087881798199,5592.492816486469,6648.289129829491
19,24184.13215714955,20941.420956768856,4605.4839548749,5362.92105460568
20,26682.365236227437,4614.79873680685,4952.07307668722,6051.310684593692
21,24383.364079445008,7823.276874210846,4627.269946140928,5596.845779028893
22,25321.142228587683,60608.59303632829,4230.41079418771,5000.698409242259
23,14055.411337820986,4845.467759239285,4547.113124732551,5516.26664003167
24,48615.115416864006,7788.356648031603,6461.8419323201815,6947.515698583875
25,35176.74333313101,15362.566747633758,5354.828483406053,6043.669004524428
26,36409.45279266648,225881.88135592386,3945.4003693884156,4751.166514457313
27,30904.35256920183,19862.4958431508,4936.695788157857,5682.882762706781
28,16570.674372148635,8366.540089364365,4370.852593736925,5264.952783850726
29,22625.24084588525,4185.112745830755,4714.360537149922,5825.312250098903
30,29723.93686878484,36714.801013655044,4644.868788734637,5291.91335157917
31,38308.60255686159,10426.787409920307,5253.137336798898,6085.630980414382
32,42051.588401273664,6045.605958269015,5804.1577180054865,6824.404613899132
33,27257.61151954673,11599.065240890848,9064.823192378231,7733.758555592209
34,33126.764835328104,9532.421051185564,5166.124721832073,6049.767396725077
35,20681.35175716326,7227.286249844793,4360.556063899527,5353.750914530714
36,16126.585947349584,13132.45347038081,4283.964811761265,5111.117199690311
37,19418.008225171256,26080.740489002514,4235.349665999596,5028.602945194776
38,44139.060099905575,67690.8047657487,4756.528851262839,5397.171200161563
39,21491.716421154873,15227.417260742948,4507.324270443035,5322.247070109095
40,33358.17244555049,26748.743617002663,4952.53087641812,5668.205408174135
41,73017.34131761135,14030.337997957657,7034.263820477247,7078.365349652379
42,22532.821313515833,46155.79043482541,4106.404194020388,4922.029352899178
43,51390.41345966244,21008.90810210276,5944.170147936028,6606.640842469215
44,52911.8836496959,40578.77629209078,5671.897300071658,6131.197322684756
45,26653.60625074388,27354.36590822493,4568.39733694588,5291.089241390618
46,18354.76637913012,4186.348653110322,4298.329332381782,5455.550503855318
47,40939.57813947083,32457.73346649661,5229.761709320952,5729.067105800008
48,20641.56037999122,10838.906951502831,4763.287200231824,5702.802164943492
49,28770.993401266096,146581.38273138925,3721.462588046524,4783.306067800213
