,mean,std,VAR,skewness,kurtosis,Sharpe Ratio
risk neutral,16.538280801206454,22.070935911723186,-17.409758540222,0.5375267971055452,3.6637905765785677,0.7490741260965249
0.25-0.25,10.285009297029205,6.959886830088802,-1.0679417641387232,0.0430282478655934,2.8929110599310977,1.4769630278453891
0.50-0.25,4.298339038225777,3.3917060838411714,-1.5696822388630238,-0.20536037079468444,3.558262415574466,1.265683158006448
0.75-0.25,0.5514258486149828,0.00011183875097082434,0.5512519356467891,0.10142062982786282,3.6908038614286833,4881.242618288864
