,0,1,2,3
0,11708.905036538818,3586.682501595589,2744.978874615412,2586.3848410884684
1,12762.347108739423,4694.4699606747545,3051.6407267616387,2315.4837335803554
2,13278.304294678603,7167.902017870333,4168.767554700873,3369.329938702567
3,13730.905067005258,5885.0268423823045,3006.6809270896324,2547.2481599774524
4,14237.760251342872,5768.194109967421,3429.983218352522,3293.7867583987727
5,14674.32118989194,3392.201058108188,3566.234713290411,3347.2971419397436
6,14740.220427846698,20864.681292648413,4400.671810675431,3015.091205861513
7,14790.50691156972,5005.629318307834,4448.721360189841,3082.1901958486833
8,15124.721371213593,5842.090320796598,4447.350415673717,4550.8410516155345
9,15165.834137968244,6013.500675375064,4684.365577978049,3587.8126886972677
10,15286.192398204561,7335.132561463556,4349.964483950409,3314.1560823335863
11,15319.2817784093,5460.699459684535,2963.9332831654324,2697.5416230249243
12,15323.640787447466,5535.5325570149735,3306.6947046963924,3734.3034164899377
13,16131.383043355048,6551.294042135726,4860.001035875049,4519.740829097231
14,16717.31824622697,33393.71371402453,3187.6430388329045,3188.7959724296147
15,16763.258348814925,5941.04043887053,3801.47794368764,2645.294334217111
16,16912.497829372507,9695.182658137328,2999.255755254189,2618.091674901763
17,17045.74334348912,3109.4049625087982,3525.2084531281525,3417.892900173919
18,17286.28513109543,6948.8733197936135,3576.00585950093,2559.803950487729
19,17390.937783434158,5074.37298269657,3471.7053972488598,2873.2864777472346
20,17471.235024775826,13527.317508018881,3509.6298524520407,3207.38803546321
21,17515.921711185194,3059.72878821606,4450.597548132935,3763.9051980652057
22,17517.843809258004,5468.777904788218,4365.629606986558,3591.4291239146864
23,17595.39027255072,9618.741045716659,3629.5908016270196,4531.052909497542
24,17595.751636332025,9527.57993612736,4136.329182440303,3176.5994631610038
25,17800.690765507716,14481.099055844401,4597.484625987574,4104.023958945355
26,17804.668998601293,8735.95138732246,5254.173514137071,4217.825573865948
27,17881.111521743864,20147.412526056894,3645.5215186276246,2797.6922777442132
28,17906.086805771152,7818.6798056346615,5428.047427345079,3558.2687818880263
29,17922.50901307739,6351.418159180862,2761.492340901663,2937.7350676474784
30,18116.871977378327,10778.182886678791,3775.218196003404,4153.219533420623
31,18233.912363846855,4903.7168797966615,4927.302550838798,3013.875200524122
32,18257.386067787927,3830.4342031241713,4672.946068447605,3720.306513221555
33,18422.00947436411,7257.563171188842,4296.966089391319,4135.649591992045
34,18423.604865742665,20985.3582104496,2683.5841461110863,3035.803563167965
35,18469.94417476829,18611.258992198545,2925.7496415690507,3001.558663007487
36,18489.55535553043,4147.554914319065,3413.327245852032,3459.855016054183
37,18508.692848975803,5769.47623825053,3299.523481005864,3061.2604801990665
38,18866.45379366137,8857.019262903925,4145.729629522168,4564.471813783464
39,18968.25926968096,13724.617263201168,4272.023154456953,3521.4696780551017
40,19031.397174166297,8228.98285173237,2826.595484494632,3131.089292295206
41,19336.783243682108,24052.414741223456,3399.0403375150286,3739.91735933787
42,19439.486719869663,10792.14492262317,4693.714453270416,3719.0519519974996
43,19441.027081905595,10229.70818325882,4075.7066439246355,3664.787936179299
44,19562.93330999929,4184.386273763252,3374.4438230540527,2875.6863037481903
45,19610.930940712602,9439.777642047216,3293.7912094898643,2661.918608813792
46,19621.907500252473,14603.740100496676,3976.571577310291,2995.5856028432136
47,19639.47175421563,4190.311459468907,4664.329106522474,2956.584040831281
48,19862.84007477,14464.116126900466,3827.7100275240123,4771.257463348806
49,19975.372649855057,4699.9623363638375,3539.1715026872607,2849.169427373231
50,20100.246781164115,13297.769653484704,7577.594256650145,3183.731775827987
51,20146.98262727701,3598.08126921512,3403.0077530034728,4712.869160303134
52,20275.899705337422,10069.369796635034,3322.743470940653,3145.70459481617
53,20388.172443113403,8906.027928973297,4821.792665561936,3366.0948727558016
54,20627.867755512954,5176.645090876963,3380.937061297177,3481.503826316358
55,20801.826132282837,12807.874817204281,3501.6447569052084,3486.297053593781
56,20910.280599253812,13133.885265430752,5801.035023557733,3794.5440615636585
57,20926.29070023209,4722.682203431684,4781.5015272125665,3315.971163009608
58,20940.000133401245,15033.172657054112,5308.992823378066,4214.013357968101
59,21024.416639901396,11684.440756010095,3254.964248856838,2679.7353363356747
60,21253.353463346208,15871.798584063308,4664.230163891418,3398.0979542518658
